feature,rho_dev,orientation,mode,quantile,threshold_hi,threshold_lo,dev2023_24_n,dev2023_24_coverage_pct,dev2023_24_exact_pct,dev2023_24_sign_n,dev2023_24_sign_pct,dev2023_24_up_calls,dev2023_24_down_calls,val2025_n,val2025_coverage_pct,val2025_exact_pct,val2025_sign_n,val2025_sign_pct,val2025_up_calls,val2025_down_calls,confirm2026_n,confirm2026_coverage_pct,confirm2026_exact_pct,confirm2026_sign_n,confirm2026_sign_pct,confirm2026_up_calls,confirm2026_down_calls,min_val_confirm_exact_pct,min_val_confirm_sign_pct,mean_val_confirm_coverage_pct
DII_v2inst_qflow_mean21,0.046345,1,two_tail,0.95,0.0006091884190476184,-0.000884717080952381,34,9.91,50.0,27,62.96,17,17,33,13.31,60.61,29,68.97,23,10,27,16.27,55.56,25,60.0,27,0,55.56,60.0,14.79
DII_v3inst_lvl_chg21,0.119278,1,up_tail,0.8,0.0154262692,,65,18.95,53.85,52,67.31,65,0,67,27.02,55.22,59,62.71,67,0,46,27.71,56.52,41,63.41,46,0,55.22,62.71,27.365000000000002
smart_plus_contra_client_optheavy_rflow,0.089107,1,two_tail,0.95,0.02084871674,-0.019855690734999997,36,10.5,52.78,29,65.52,18,18,22,8.87,59.09,20,65.0,14,8,20,12.05,55.0,17,64.71,10,10,55.0,64.71,10.46
DII_v3inst_lvl_chg21,0.119278,1,up_tail,0.9,0.024155277700000005,,33,9.62,60.61,27,74.07,33,0,40,16.13,55.0,36,61.11,40,0,32,19.28,62.5,29,68.97,32,0,55.0,61.11,17.705
DII_iput_rflow_chg15,0.034506,1,up_tail,0.85,0.001891205,,50,14.58,48.0,40,60.0,50,0,36,14.52,55.56,31,64.52,36,0,20,12.05,55.0,18,61.11,20,0,55.0,61.11,13.285
DII_ifut_lvl_chg21,0.102775,1,up_tail,0.9,0.056344003,,33,9.62,57.58,27,70.37,33,0,51,20.56,54.9,45,62.22,51,0,36,21.69,63.89,33,69.7,36,0,54.9,62.22,21.125
DII_v3inst_lvl_chg21,0.119278,1,up_tail,0.85,0.017766077899999993,,49,14.29,55.1,39,69.23,49,0,62,25.0,54.84,55,61.82,62,0,40,24.1,60.0,36,66.67,40,0,54.84,61.82,24.55
DII_futheavy_qflow_sum21,0.07829,1,two_tail,0.95,0.03777978189999993,-0.04525227309999998,34,9.91,50.0,28,60.71,17,17,41,16.53,56.1,34,67.65,24,17,31,18.67,54.84,28,60.71,28,3,54.84,60.71,17.6
DII_futheavy_qflow_mean21,0.078532,1,two_tail,0.95,0.00179903723333333,-0.002154870147619047,34,9.91,50.0,28,60.71,17,17,41,16.53,56.1,34,67.65,24,17,31,18.67,54.84,28,60.71,28,3,54.84,60.71,17.6
DII_optheavy_lvl_chg15,0.087038,1,two_tail,0.925,0.007645710500000007,-0.010203483462500013,50,14.58,50.0,39,64.1,25,25,44,17.74,54.55,39,61.54,29,15,29,17.47,62.07,27,66.67,19,10,54.55,61.54,17.604999999999997
DII_v2inst_lvl_chg21,0.129052,1,two_tail,0.9,0.011820228,-0.016472223600000006,66,19.24,51.52,54,62.96,33,33,55,22.18,54.55,50,60.0,39,16,58,34.94,56.9,50,66.0,32,26,54.55,60.0,28.56
smart_vs_client_futheavy_qflow_z63,0.094827,1,down_tail,0.9,,-1.1701407261319587,33,9.62,51.52,29,58.62,0,33,26,10.48,61.54,25,64.0,0,26,22,13.25,54.55,20,60.0,0,22,54.55,60.0,11.865
DII_v2inst_lvl_chg21,0.129052,1,two_tail,0.85,0.0104135923,-0.010346403599999996,98,28.57,47.96,77,61.04,49,49,68,27.42,54.41,61,60.66,45,23,81,48.8,55.56,69,65.22,36,45,54.41,60.66,38.11
DII_ifut_qflow_sum21,0.086208,1,up_tail,0.9,0.044764526,,34,9.91,55.88,26,73.08,34,0,46,18.55,54.35,41,60.98,46,0,40,24.1,57.5,37,62.16,40,0,54.35,60.98,21.325000000000003
DII_ifut_qflow_mean21,0.086624,1,up_tail,0.9,0.002131644095238095,,34,9.91,55.88,26,73.08,34,0,46,18.55,54.35,41,60.98,46,0,40,24.1,57.5,37,62.16,40,0,54.35,60.98,21.325000000000003
DII_futheavy_qflow_sum21,0.07829,1,up_tail,0.9,0.0262182766,,34,9.91,58.82,27,74.07,34,0,46,18.55,54.35,41,60.98,46,0,40,24.1,57.5,37,62.16,40,0,54.35,60.98,21.325000000000003
DII_futheavy_qflow_mean21,0.078532,1,up_tail,0.9,0.0012484893619047618,,34,9.91,58.82,27,74.07,34,0,46,18.55,54.35,41,60.98,46,0,40,24.1,57.5,37,62.16,40,0,54.35,60.98,21.325000000000003
Client_sfut_ds,-0.039977,-1,up_tail,0.75,0.0011641400000000001,,86,25.07,48.84,65,64.62,86,0,35,14.11,54.29,32,59.38,35,0,26,15.66,69.23,22,81.82,26,0,54.29,59.38,14.885
Pro_icall_lvl_posdays15,-0.030464,-1,up_tail,0.6,-0.2,,160,46.65,49.38,130,60.77,160,0,35,14.11,54.29,33,57.58,35,0,24,14.46,66.67,23,69.57,24,0,54.29,57.58,14.285
FII_ifut_rflow_chg4,0.094984,1,two_tail,0.925,0.08823342650000021,-0.06955517350000004,52,15.16,48.08,39,64.1,26,26,22,8.87,54.55,19,63.16,9,13,24,14.46,54.17,21,61.9,8,16,54.17,61.9,11.665
DII_ifut_qflow_sum21,0.086208,1,up_tail,0.85,0.0407766725,,50,14.58,58.0,41,70.73,50,0,48,19.35,54.17,43,60.47,48,0,44,26.51,56.82,40,62.5,44,0,54.17,60.47,22.93
DII_ifut_qflow_mean21,0.086624,1,up_tail,0.85,0.0019417463095238096,,50,14.58,58.0,41,70.73,50,0,48,19.35,54.17,43,60.47,48,0,44,26.51,56.82,40,62.5,44,0,54.17,60.47,22.93
DII_futheavy_lvl_chg21,0.111184,1,up_tail,0.925,0.04049381040000001,,25,7.29,56.0,20,70.0,25,0,37,14.92,54.05,33,60.61,37,0,30,18.07,60.0,27,66.67,30,0,54.05,60.61,16.495
DII_ifut_lvl_chg21,0.102775,1,up_tail,0.925,0.06762399550000002,,25,7.29,52.0,20,65.0,25,0,37,14.92,54.05,33,60.61,37,0,29,17.47,58.62,26,65.38,29,0,54.05,60.61,16.195
DII_futheavy_lvl_chg21,0.111184,1,up_tail,0.85,0.026964573599999975,,49,14.29,57.14,40,70.0,49,0,63,25.4,53.97,56,60.71,63,0,41,24.7,58.54,37,64.86,41,0,53.97,60.71,25.049999999999997
DII_futheavy_lvl_chg21,0.111184,1,up_tail,0.9,0.03626065260000007,,33,9.62,57.58,27,70.37,33,0,39,15.73,53.85,35,60.0,39,0,34,20.48,64.71,31,70.97,34,0,53.85,60.0,18.105
DII_optheavy_lvl_chg21,0.109279,1,two_tail,0.95,0.009965156724999997,-0.014445272450000001,34,9.91,61.76,26,80.77,17,17,33,13.31,57.58,31,61.29,24,9,26,15.66,53.85,25,56.0,17,9,53.85,56.0,14.485
