feature,rho_dev,orientation,mode,quantile,threshold_hi,threshold_lo,dev2023_24_n,dev2023_24_coverage_pct,dev2023_24_exact_pct,dev2023_24_sign_n,dev2023_24_sign_pct,dev2023_24_up_calls,dev2023_24_down_calls,val2025_n,val2025_coverage_pct,val2025_exact_pct,val2025_sign_n,val2025_sign_pct,val2025_up_calls,val2025_down_calls,confirm2026_n,confirm2026_coverage_pct,confirm2026_exact_pct,confirm2026_sign_n,confirm2026_sign_pct,confirm2026_up_calls,confirm2026_down_calls,min_val_confirm_exact_pct,min_val_confirm_sign_pct,mean_val_confirm_coverage_pct
px_ret3_chg4,0.071934,1,up_tail,0.85,1.996714915999999,,51,14.87,45.1,37,62.16,51,0,30,12.1,43.33,21,61.9,30,0,23,13.86,56.52,20,65.0,23,0,43.33,61.9,12.98
DII_v3inst_lvl_chg21,0.119278,1,up_tail,0.85,0.017766077899999993,,49,14.29,55.1,39,69.23,49,0,62,25.0,54.84,55,61.82,62,0,40,24.1,60.0,36,66.67,40,0,54.84,61.82,24.55
px_rv20_z21,0.043604,1,up_tail,0.8,1.4296700587723536,,64,18.66,48.44,50,62.0,64,0,27,10.89,55.56,20,75.0,27,0,37,22.29,56.76,34,61.76,37,0,55.56,61.76,16.59
DII_v2inst_lvl_chg21,0.129052,1,two_tail,0.95,0.014118237599999998,-0.022361324899999993,34,9.91,58.82,31,64.52,17,17,47,18.95,61.7,44,65.91,36,11,43,25.9,55.81,39,61.54,29,14,55.81,61.54,22.424999999999997
DII_optheavy_lvl_chg15,0.087038,1,two_tail,0.925,0.007645710500000007,-0.010203483462500013,50,14.58,50.0,39,64.1,25,25,44,17.74,54.55,39,61.54,29,15,29,17.47,62.07,27,66.67,19,10,54.55,61.54,17.604999999999997
DII_ifut_lvl_chg15,0.034503,1,up_tail,0.9,0.042545958,,33,9.62,51.52,28,60.71,33,0,60,24.19,53.33,52,61.54,60,0,35,21.08,54.29,31,61.29,35,0,53.33,61.29,22.634999999999998
DII_v2inst_lvl_chg21,0.129052,1,up_tail,0.9,0.011820228,,33,9.62,60.61,28,71.43,33,0,39,15.73,56.41,36,61.11,39,0,32,19.28,62.5,29,68.97,32,0,56.41,61.11,17.505000000000003
DII_v3inst_lvl_chg21,0.119278,1,up_tail,0.9,0.024155277700000005,,33,9.62,60.61,27,74.07,33,0,40,16.13,55.0,36,61.11,40,0,32,19.28,62.5,29,68.97,32,0,55.0,61.11,17.705
DII_optheavy_lvl_chg21,0.109279,1,up_tail,0.8,0.0057645390999999995,,65,18.95,56.92,52,71.15,65,0,44,17.74,56.82,41,60.98,44,0,39,23.49,58.97,35,65.71,39,0,56.82,60.98,20.615
DII_v2inst_lvl_chg21,0.129052,1,up_tail,0.85,0.0104135923,,49,14.29,57.14,40,70.0,49,0,45,18.15,55.56,41,60.98,45,0,36,21.69,66.67,33,72.73,36,0,55.56,60.98,19.92
DII_ifut_qflow_sum21,0.086208,1,up_tail,0.9,0.044764526,,34,9.91,55.88,26,73.08,34,0,46,18.55,54.35,41,60.98,46,0,40,24.1,57.5,37,62.16,40,0,54.35,60.98,21.325000000000003
DII_ifut_qflow_mean21,0.086624,1,up_tail,0.9,0.002131644095238095,,34,9.91,55.88,26,73.08,34,0,46,18.55,54.35,41,60.98,46,0,40,24.1,57.5,37,62.16,40,0,54.35,60.98,21.325000000000003
DII_futheavy_qflow_sum21,0.07829,1,up_tail,0.9,0.0262182766,,34,9.91,58.82,27,74.07,34,0,46,18.55,54.35,41,60.98,46,0,40,24.1,57.5,37,62.16,40,0,54.35,60.98,21.325000000000003
DII_futheavy_qflow_mean21,0.078532,1,up_tail,0.9,0.0012484893619047618,,34,9.91,58.82,27,74.07,34,0,46,18.55,54.35,41,60.98,46,0,40,24.1,57.5,37,62.16,40,0,54.35,60.98,21.325000000000003
DII_ifut_rflow_sum7,0.095083,1,up_tail,0.925,0.03155548,,26,7.58,53.85,22,63.64,26,0,51,20.56,49.02,41,60.98,51,0,22,13.25,63.64,20,70.0,22,0,49.02,60.98,16.905
